tag_hazard,tag_exposure,tag_impact_func,unit,tot_value,aai_agg,event_id,event_name,event_date,event_frequency,at_event,eai_exp,exp_lat,exp_lon,exp_crs
['TC'],[''],['/home/ubuntu/Downloads/entity_impactfunc (1).xlsx'],USD,49474536037.9,6983733.789991281,1,1990203N09318,726670,0.005376344086021506,0.0,0.0,18.429166666666674,-74.48750000000001,"{'init': 'epsg:4326', 'no_defs': True}"
